Restaurant Name,Aggregate rating,Votes,correl,
Khan Chacha,3.6,23,,
Twenty Ten - Ashtan Sarovar Portico,3.3,23,,
Hot n Hot,2.4,23,,
Food Refill,3.1,23,,
Potet,3.7,23,,
Sahni Chicken Corner,3.2,23,,
Dhaba Ambarsariya,3.3,23,,
Cafe Coffee Day,3.1,23,,
Moets Curry Leaf Express,3.2,23,,
Vaishno Rasoi,2.6,23,,
Tikka- Way,3.5,23,,
The Smokin' Grill by The Flashback,3.3,23,,
Cafe Coffee Day,3.2,23,,
Green Chick Chop,2.7,23,,
Namdhari's Icecream & Bakers,2.8,23,,
Jeet Chaat Bhandar,3.5,23,,
Dilli Zaika,3.2,23,,
Mughal Chic Inn,3.3,23,,
The Chinese Hut,3.2,23,,
Resto 37,3.9,23,,
The Chef,3.2,23,,
South Indian Fast Food,3.3,23,,
Aurangzeb Rd,3.4,23,,
Cafe Coffee Day,2.6,23,,
Dips,2.8,23,,
Niti Shake & Ice Cream Hub,3.8,23,,
Grill Zone,3.4,23,,
Food Plaza,3.2,23,,
Kabab,3.2,23,,
Chaap Point,3.2,23,,
SardarBuksh Coffee & Co.,3.6,23,,
Alfa Kathi Rolls,2.6,23,,
Shanghai Restaurant,2.5,23,,
Cafe 121,3.6,23,,
Spanish Delights,3.5,23,,
Ram Chinese Food,3.1,23,,
Chalte Firte Momos,2.6,23,,
Green Chick Chop,3.3,23,,
Amul Cafe,3.3,23,,
Shama Chicken Corner,3.1,23,,
Shan E Punjab,3.4,23,,
Barista,3.5,23,,
Simran's Cake Studio,3.4,23,,
Oh My Scoop!,3.5,23,,
Snack Chat,3.4,23,,
Taste In Box,2.3,23,,
Gopala,3.4,23,,
Barista,2.5,23,,
Santos,3.3,23,,
Esquina Mocot?_,4.4,22,,
Chopstick,3,22,,
Crispy Crust,3.4,22,,
Kant Khana Khazana,3.4,22,,
Vrindavan Sweets & Restaurant,3,22,,
Deepak Rasoi,2.7,22,,
The Paradise Biryani,2.9,22,,
Barista,3.3,22,,
Sunny Sweets,3.3,22,,
La Pino'z Pizza,3.5,22,,
Arabicaa 9,3.3,22,,
Tea Halt,2.8,22,,
Fat Monk,3.9,22,,
Xiao Chi - The Westin Sohna Resort & Spa,3.4,22,,
The Sugar Therapy,3.4,22,,
Sardar A Pure Meat Shop,3.4,22,,
The Mirch Masala,3.2,22,,
Gopal's Restaurant & Caterer's,2.7,22,,
Cafe Coffee Day,2.8,22,,
Maddi Sweet Centre,3.2,22,,
Shiv Shakti Vaishno Bhojnalaya,3.1,22,,
Gatsby Kitchen & Bar by Club BW,3.5,22,,
Druk,4.1,22,,
Madras Cafe,3.2,22,,
Khalsa Veg Corner,3.4,22,,
Haji Mohd. Hussain,3.6,22,,
Food Scouts,4.3,22,,
Fresh n Refresh,2.8,22,,
De Royale Food's,3.2,22,,
Cafe Filter,3.6,22,,
Bakeology,3.5,22,,
Health Buzzz,3.1,22,,
Gokul Foods,3.6,22,,
Aggarwal Sweet Corner,3.4,22,,
Behrouz Biryani,3.5,22,,
Moti Mahal Delux,3,22,,
Mr. Baker's,3,22,,
Sethi's Kabab & Curries,3.1,22,,
Darjeeling Momos,2.9,22,,
Asli Alam Muradabadi Biryani Centre,2.8,22,,
Fusion N Food,3.8,22,,
The Chai Story,3.6,22,,
Metropolis Bar,3,22,,
Organic German Bakeshop - Brown Bread Bakery,3.2,22,,
Prince Chicken & Mutton Shop,2.6,22,,
Sindh Sweet Corner,2.7,22,,
Sandoz,3.3,22,,
Twenty Four Seven,3.2,22,,
Katwalk Lounge,3.3,22,,
Big Bite,3,22,,
Walia's Dawat Mahal,3.1,22,,
World of Wok,3.6,22,,
Angels in my Kitchen,3.2,22,,
Biryani Blues,3.6,22,,
The Frozen Factory,3.7,22,,
Barista,2.9,22,,
Sadda Adda,3.5,22,,
RollsKing,3.4,22,,
China Hot,2.9,22,,
Tibb's Frankie,3.4,22,,
Chawla's 2,2.1,22,,
Noah's Barn Coffeenery,4.2,22,,
Chaophraya,3.9,22,,
The Butcher's Wife,3.7,22,,
Balada Mix,4.6,21,,
Zaz?? Bistr?? Tropical,4.6,21,,
Taste of Balingup,3.2,21,,
Mokoholic Juice Bar,3.5,21,,
Cafe Du Rendezvous,3.2,21,,
The Atrium - By Jukaso It Suites,2.8,21,,
Burger Planet,3.2,21,,
Mini's Royal Cafe,3.3,21,,
K2 Restaurant,3,21,,
Indian & Chinese Corner,3.1,21,,
The Guls,3,21,,
Desi Thaat,3.2,21,,
Fat Lulu's,3.7,21,,
Cakes & Muffins,3.3,21,,
The Toddy Shop,3.4,21,,
Veg O Non,3.1,21,,
New Bakers Shoppee,3.2,21,,
Break Fast Point,3.3,21,,
Natraj Cafe,3.4,21,,
Special Jalebi Wala,3.5,21,,
Ustad Moinuddin Kebab,3.7,21,,
Al-Malik,3.2,21,,
Kolkata Hot Kathi Roll,2.7,21,,
Spice Box,3.4,21,,
The Crunch Box,3.7,21,,
Tea Lounge - Eros Hotel,3.3,21,,
Big Fat Sandwich,2.9,21,,
Himalaya Dhaba,2.6,21,,
Punjabi Chaap Corner,2.8,21,,
Punjabi Tadka,3.1,21,,
Pinka's Rasoi,3.1,21,,
Chhole Bhature Corner,3.3,21,,
Shaan e Punjab,3.1,21,,
Tikka Junction,3.4,21,,
Trending Eats,3.4,21,,
Orange Tree Cafe,3.5,21,,
Cafe Coffee Day,2.6,21,,
Firangi Island,3.5,21,,
Papa Pizza,3.5,21,,
Moon of Taj,3.8,21,,
Punjabi Tadka,3.1,21,,
Vibes of Punjab,3.2,21,,
Kook For Health,3.3,21,,
Hari Om Bhojnalaya,3.2,21,,
Burger Bros,3.1,21,,
Chinese Delights,3.5,21,,
Dezertfox,3.7,21,,
Sweetheart Cupcakes,3.1,21,,
Alcoholic Lounge & Bar,2.8,21,,
Zooby's Kitchen,2.8,21,,
Cafe CoffeeCo,3.4,21,,
Cherry Fresh,3.3,21,,
The Blessing Bliss,3.4,21,,
The Grill Cafe,3.4,21,,
Chicken Addiction,3.1,21,,
Bintang Sweet Thrills,3.5,21,,
Sumo Sushi,3.9,21,,
Cafe Trance & Lounge,2.6,21,,
Baskin Robbins,3.4,21,,
Mitthu Tikki Wala,3.2,21,,
Twenty Four Seven,3.3,21,,
Nishtha,3.3,21,,
Taste Drive,3.4,21,,
Nazeer Delicacies,3.3,21,,
Brothers' Bakery,2.9,21,,
Roti N Boti,3.5,21,,
Instapizza After Hours,3.5,21,,
Hema Chinese Foods,3.3,21,,
Sachdeva Chinese Fast Food,3.3,21,,
Royal Rasoi,2.8,21,,
Wok N Spice,3.1,21,,
The Kebab Company,3.5,21,,
ProFit Kitchen,3.4,21,,
WTF - World's Tastiest Food,2.4,21,,
Melting Flavours,3.4,21,,
Handmade Burger Co.,3.7,21,,
3 Squares Diner,3.4,20,,
Papa Mexicano,3.6,20,,
Momo-Cha,2.8,20,,
Eat N Treat,2.8,20,,
Shiv Restaurant,2.7,20,,
Sonya Bakery Cafe,3.3,20,,
Grandma's Kitchen,2.5,20,,
Orchid - Fortune Select Global,2.6,20,,
The Diet Kitchen,4,20,,
Cafe Coffee Day,3.1,20,,
New Town Lounge & Bar - Park Plaza,3.4,20,,
Burger Point,3.2,20,,
Burger Xpress,3.1,20,,
Grill King Kabab & Curries,2.4,20,,
Earthen Spices,2.7,20,,
Kishu Di Hatti Sweets,3.6,20,,
Chai Point,3.4,20,,
Gulshan Dhaba,3.4,20,,
Organic Express,3.4,20,,
Bikaner Sweets,3.3,20,,
It??s Sinful,3.5,20,,
Inderpuri Restaurant,3,20,,
AL Maroosh,2.8,20,,
Fabelle Chocolate Boutique - ITC Maurya,3.8,20,,
Noor Restaurant,3.4,20,,
Havmor Ice Cream,3.7,20,,
Syall Kotian Da Dhaba,3,20,,
Yakooz,3.1,20,,
Momos Hut & Chinese Food,2.4,20,,
Chaudhary Di Hatti,3.3,20,,
Raja Chat Corner,3.3,20,,
Punjabi Chaap Corner,3.1,20,,
Henri's Bar - Le Meridien,3.3,20,,
Kolhapuri Veg Non-Veg Foods,3.3,20,,
Apna Dhaba and Caters,3.2,20,,
Bansal Sweet,2.7,20,,
Kasturi Family Restaurant,3,20,,
Victoria,3.2,20,,
The Host,2.7,20,,
Pizza Station,3.5,20,,
Chinese Food Corner,2.5,20,,
Rajan Corner,3.6,20,,
Take Away,2.9,20,,
Satkar Fast Food,2.8,20,,
Bistro 57,4,20,,
K's Town,2.8,20,,
Foodies Joint,3.4,20,,
Urban Garden Cafe,3.1,20,,
Kathi Zone,3.3,20,,
New Red Onion,2.5,20,,
Muradabadi Biryani Centre,2.9,20,,
Cafe Tansen,3.5,20,,
Hangchuaa's Chinese Food Corner,3.1,20,,
The Cafe,3.8,20,,
Chinese Hut,3.4,20,,
Carara,2.6,20,,
Chily Hut,3.2,20,,
Pakwan,2.8,20,,
Green Chick Chop,3.2,20,,
Matrix - Jaypee Greens,3.2,20,,
Pita Pit,3.6,20,,
Tpot,3.6,20,,
Grill Point,3.2,20,,
The Kitchen,2.7,20,,
Mudrika Food Factory,2.5,20,,
The Epicureans,3.4,20,,
Chilli Zone,3.4,20,,
Breaktym,3.2,20,,
Food Belle,3.3,20,,
The Belgian Triple,4.2,20,,
TT Burger,4.8,19,,
DiVine,3.4,19,,
Domino's Pizza,3.1,19,,
Cafe Bite,3.2,19,,
Kay's Bake Land,3.1,19,,
Club Pizzeria,3.4,19,,
Mosaic - Country Inn & Suites By Carlson,3.4,19,,
Foodies Nation,3.4,19,,
Gurgaon Hights,2.5,19,,
Nikhil Food Point,2.7,19,,
Volt - By Plan B,3.5,19,,
Bites - Leisure Inn,3,19,,
Cafe Cravings,3.4,19,,
Burger Bites & More,2.9,19,,
KB's Kulfi & Icecream,3.3,19,,
Clove - The Galgotias,2.7,19,,
Nineties,3.9,19,,
Cakeophony By Sonali,3.4,19,,
The Arena,3.4,19,,
Chicken Vicken,3.4,19,,
Kedarnath Prem Chand Halwai,3.7,19,,
Punjabee's Darbar,3.3,19,,
Mother Dairy Ice Cream,3.5,19,,
Delhi Rasoi,3.3,19,,
Khan's Dilli-6 Biryani,3,19,,
Raju Vaishnav Dhaba,3.2,19,,
The Sugar Story,3.3,19,,
The Foodie Cafe,3.4,19,,
Opium Bar - Hotel City Park,2.8,19,,
Onyx Bar - Hotel The Royal Plaza,3,19,,
Grillz,2.2,19,,
Transform Nutrition,3.5,19,,
Pappu Chat Bhandar,3.5,19,,
Tamura,3.3,19,,
The Cake Factory,2.3,19,,
BTW,3.2,19,,
Oriental Lee,2.7,19,,
Wild Willy,3.2,19,,
Aashirwad,3.2,19,,
Mayur Restaurant,2.8,19,,
Burger Singh,3.3,19,,
Keventers,3.2,19,,
Everest Bakery Cafe,2.8,19,,
My Love Restaurant & Bar,2.7,19,,
Yellowtail,3.1,19,,
Punjab To China,3.2,19,,
hug!,3.5,19,,
Chawla's?_,3,19,,
Annapoorna,3.1,19,,
Hira Sweets,3.3,19,,
Urban Gala,2.8,19,,
French Crust - The Suryaa New Delhi,3.3,19,,
Sindhi Dhaba,2.9,19,,
Gabbar Di Hatti,3.4,19,,
Apni Rasoi,2.6,19,,
Aim Cafe And Restaurant,3.3,19,,
The Anna,2.8,19,,
Chinese By Nature,2.9,19,,
Book Food Kitchen,3.1,19,,
RollsKing,3.2,19,,
Nawabi Mughlai Zaika,3.3,19,,
NSD Resto Bar & Kitchen,2.6,19,,
Swag & Swad,3.4,19,,
Captain Curry,3.6,19,,
Krunchies,2.5,19,,
Biryani Vice,3.6,19,,
221 B Baker Street,3.2,19,,
OMG Cafe,3.3,19,,
Stillwater on Belmore,3.6,18,,
Masala Grill & Coffee House,3.2,18,,
Hotel Ravisha Continental,3.4,18,,
Juice On Go,3.5,18,,
The Binge Box Cafe,3.4,18,,
Republic of Chicken,3.1,18,,
Spice Wok,3.1,18,,
On The Rocks - The  Atrium,3.1,18,,
Barista,3.2,18,,
Cake On Wheels,2.8,18,,
Cakes Degree,3.4,18,,
Crust N Cakes,3.4,18,,
bu??no,3.7,18,,
Deep Chicken Corner,3.2,18,,
Mangle Di Kulfi,3.6,18,,
Chawla Bakers,3.2,18,,
Cafe Coffee Day,2.8,18,,
Keventers,2.6,18,,
China Hut,2.4,18,,
Curry N' Tandoor,3.2,18,,
FatPlates,3,18,,
Food4U!,3.2,18,,
KTS,3.3,18,,
Shri Duli Chand Naresh Gupta,3.4,18,,
Hira Chaat Corner,3.6,18,,
Rabi Snacks Corner,3.4,18,,
Royal Chick 'N',3.3,18,,
Grover's - The Baker Shop,3,18,,
Lounge & Bar - Eros Hotel,3.5,18,,
Roti Aur Boti,3.5,18,,
Lost in Frost,3.7,18,,
Root'd,3.7,18,,
Dilli Darbaar,3.1,18,,
Dewan Sweets,3.3,18,,
Muradabadi Biryani,2.6,18,,
Captain Grub,3.1,18,,
Prince Fried N Grilled Chicken,2.7,18,,
Taj Cafe,3.1,18,,
Baked Buns,3.1,18,,
Cafe Coffee Day,2.7,18,,
Icon,3.2,18,,
Food Army,2.3,18,,
New Raja Sweets,2.9,18,,
Shiv Shakti Restaurant,3,18,,
Barista,3.1,18,,
Shri Gupta'z,3.2,18,,
Gelato Italiano,3.3,18,,
Kings Kulfi,3.3,18,,
Everest Kitchen,3.2,18,,
Khosla Cafe,3.2,18,,
Mikky Restaurant,2.8,18,,
The Gem Bar & Restaurant,3.2,18,,
Curry Tree,3.5,18,,
24x7,3.1,18,,
Kunal Dhaba,3.2,18,,
The 87 - Premier Inn,3.1,18,,
Aditya's Kulcha Express,3.3,18,,
The Night Walkers,3.4,18,,
South Indian Cafe,2.7,18,,
Amritsari Dhaba,3.2,18,,
SharpShooters Roof Top Cafe,3,18,,
Keventers,3.6,18,,
Mr. Momo,2.7,18,,
Anandini - The Tea Room,3.4,18,,
The Fashion Street Caf??,3.2,18,,
Arora's Veg. Corner,3.4,18,,
Aggarwal Sweet and Restaurant,2.9,18,,
Maakhansingh,2.9,18,,
Masala Factory,3.8,18,,
Tea Lounge - The Ashok,3.2,18,,
New Raj Kachori Bhandar,3.4,18,,
Shawarma Wala,2.5,18,,
Sinfully Yours,3.3,18,,
Manohar Cakes & Bikaneri,3.5,18,,
Royale Bakers,2.8,18,,
Cafe Pitacos,3,18,,
Biryani Blues,3.5,18,,
Mezbaan Jaika Restaurant,2.7,18,,
Mera Vala Dabba,3.6,18,,
Lumbini Food Point,2.8,18,,
Chaayos,3.6,18,,
Platefull,3.4,18,,
Choco House,3.4,18,,
Cafe Coffee Day,2.7,18,,
Coco Bambu,4.2,17,,
Templo da Carne - Marcos Bassi,4.4,17,,
Triangle Restaurant,2.4,17,,
Frontier,3.3,17,,
The Grub House,2.7,17,,
Invitation Restaurant,2.7,17,,
The Grill Darbar,3.3,17,,
Domino's Pizza,3.2,17,,
Biryani 365,3.2,17,,
Laajawab Chaap Express,3.1,17,,
Swad On Grill,3.1,17,,
KFC,2.7,17,,
The League Restaurant,3.1,17,,
Behrouz Biryani,3.4,17,,
Dancing Turkeys,3.3,17,,
Shanghai Cafe,2.6,17,,
Cyber Adda 24,3.3,17,,
Shanghai Bar & Lounge - The Bristol Hotel,3,17,,
Cigar Lounge - The Oberoi,3.2,17,,
Shivani Catering Services,3.1,17,,
Hawai Adda,3.5,17,,
Metro Fast Food,2.7,17,,
Hunger Flames,3.4,17,,
Chanakya Bar-Be-Que,3.2,17,,
Chinese Garden,3.2,17,,
Yummi Kolkataa,3.2,17,,
Authentique Bites,3.2,17,,
Mughlai Flavours,3.2,17,,
Kowloon Express,3.4,17,,
Naagar Foods,3.1,17,,
Pick Fresh Fish,3.2,17,,
Himcream,3.3,17,,
Ramesh Vaishno Dhaba,2.7,17,,
Fudged,3,17,,
LaBont??,3.4,17,,
Al Forno by Aishwarya,3.4,17,,
Ira - The Waterside Bar - ITC Maurya,3.2,17,,
Sona Bakers,3.4,17,,
Modi Pastry Corner,2.6,17,,
The Old Baker - Jaypee Vasant Continental,3.3,17,,
2 Nice 2 Slice,3.2,17,,
Giani,3.2,17,,
The Tuck Shop,3.3,17,,
Qureshi Kabab,3.5,17,,
Polka Cakes & Coffee,3.3,17,,
Chawla's The Cake Room,3.4,17,,
Ovenstory Pizza,2.9,17,,
Chinese Mania,3.2,17,,
Le Seasons Restaurant,2.8,17,,
The Cavalry Bar - Maidens Hotel,2.7,17,,
King Chilly Kitchen,3.2,17,,
Keventers,3.1,17,,
Bats On Delivery,3.1,17,,
Sanjha Tandoor,2.8,17,,
Noorjahan,3.8,17,,
Gelato Vinto,2.7,17,,
Green Chilli,2.8,17,,
Le Fairway Restaurant & Bar,3.1,17,,
Bombay's Royal China,3.2,17,,
Tandoori Tadka,3.3,17,,
Everest Momos & Chinese Fast Food,3.2,17,,
Anupam Sweets,2.5,17,,
Green Chick Chop,3.2,17,,
Cafe TAB,3,17,,
PVR Bhojanalay,2.7,17,,
Mohit Restaurant,2.8,17,,
Alvi's Food Spot,3.2,17,,
Mithlesh Ande Wala,3.5,17,,
Domino's Pizza,2.6,17,,
Deep Bakers,3.2,17,,
Republic of Chicken,3.1,17,,
Taneja Bakery,3.2,17,,
Street Foods by Punjab Grill,3.2,17,,
Grand Heritage Resort,3.1,17,,
Olive Kitchen,2.6,17,,
Lajawab Family Restaurant,2.5,17,,
Cake Mandi,3.2,17,,
Mithaas Sweets,2.7,17,,
Republic of Chicken,3.1,17,,
Pier 70,2.6,16,,
Fishpatrick's Crabby Cafe,3.2,16,,
Knight Rock,2.8,16,,
Giani's,3.2,16,,
Momo-Cha,2.7,16,,
Sanjha Chulha,2.9,16,,
Standard Family Restaurant,2.9,16,,
Chinese X'Press,2.9,16,,
K Lab,3.4,16,,
A 1 - Snacks and food corner,2.5,16,,
Unique Bus Wales,2.8,16,,
Starbucks,3.5,16,,
Chacha's Take Away,2.8,16,,
Green Chick Chop,2.8,16,,
Sialkoti Vaishno Dhaba,3.1,16,,
Moti Mahal Delux Tandoori Trail,2.9,16,,
Burger Hut,2.8,16,,
Dilli Light,2.6,16,,
MyLoveBiryani.Com,3.2,16,,
New Sukh Sagar,3.2,16,,
Sugarcraft Patisserie,3.3,16,,
Lovecrumbs Bakery,3.4,16,,
L'Opera,3.7,16,,
Pant  Ice Cream Parlour,3.3,16,,
Rollmates,3.2,16,,
Bawarchis,2.9,16,,
Brijwasi Bhoj,3.1,16,,
Mahalaxmi Mishthan Bhandar,3.3,16,,
Shree Balaji Chaat Bhandar,3.2,16,,
Oh! China,2.9,16,,
Tibb's Frankie,3.2,16,,
Kolkata Roll,2.8,16,,
Firefly India,3.4,16,,
Green Chick Chop,2.7,16,,
Samrat Bakers,2.6,16,,
Deep Chicken Point,3,16,,
Food Land,3.2,16,,
Keventers,3.5,16,,
Handi Masala Restaurant,2.6,16,,
Mahalaxmi Dairy & Sweets,2.6,16,,
Variety Chicken Corner,2.9,16,,
China Hut,3,16,,
Paljees Fresh Baked,3.1,16,,
RSVP,2.7,16,,
Aggarwal's Sweets Paradise,2.7,16,,
Let's Meet Up,3.2,16,,
Swad Fast Food,2.9,16,,
Apni Rasoi,2.9,16,,
Masala Magic,3,16,,
Rajshree,3.3,16,,
Dhaba Cash 'N' Carry Kitchen,3.1,16,,
Tripti,3.1,16,,
Zaiqa Kathi Roll & Momos,3.3,16,,
Granny's Flavour,3.5,16,,
Bikaner Sweet House,3.2,16,,
Hostess Tasty Bites,3.1,16,,
Moon Light Sweets,3.3,16,,
Sayyam,2.7,16,,
Green Chick Chop,3.2,16,,
Deep Sweet Corner,2.7,16,,
Cafe Coffee Day,2.7,16,,
U Like,3,16,,
Bajaj Vaishno Dhaba,2.2,16,,
Pudding & Pie,2.7,16,,
Darshan Dhaba,2.7,16,,
King's Kabab,3.2,16,,
Cafe Coffee Day,2.8,16,,
Grover Dhaba,3.1,16,,
Bikaner Misthan,2.7,16,,
Puja Sandwich House,2.7,16,,
Kehar Cafe & Restaurant,2.8,16,,
Wake And Bake,3.2,16,,
Durga Sweets Corner,3.2,16,,
Hot Pot,2.7,16,,
The Crust,3.1,16,,
Lababdar Rasoi,3.3,16,,
Sethi's The Cake Shop,2.8,16,,
Bimbos,3.1,16,,
Green Chick Chop,3.2,16,,
Aggarwal Sweet Corner,2.9,16,,
Taj Sweets,3.1,16,,
Pasta Hub,3,16,,
Cafe Coffee Day,3,16,,
De' Bistro,3.3,16,,
Kar C Lounge & Restaurant,2.8,16,,
Wah Ji Wah,3.1,16,,
Cocoberry,3.4,16,,
Evergreen Sweets,2.6,16,,
Hunger's Hub,3.1,16,,
Big Bone - The Meat Shop,3.1,16,,
Cafe Green Apple,3.2,16,,
GreeNox,3.4,16,,
Indian Summer Cafe,3.4,16,,
Jiquitaia,4.1,15,,
Cakes 'n Bakes - Park Plaza,3,15,,
Funk House Cafe,2.6,15,,
Shree Bikaner Misthan Bhandar,3.1,15,,
Lattitude - Skycity Hotel,2.9,15,,
Masala Ville,3.2,15,,
Chennai Express,3.2,15,,
The Royal,3.3,15,,
Tpot,3.2,15,,
Gardenia - Hotel Grenville,2.8,15,,
Chini Bowl,2.8,15,,
The Chic,3,15,,
Caf?? Gramophone,3.2,15,,
Shamji Sweets,3.2,15,,
Snack Shack,2.7,15,,
Ovenstory Pizza,3.3,15,,
Bunny Burgers,3.3,15,,
Truffles,3.2,15,,
3H Kitchen,2.9,15,,
The Cafe Katta,3.3,15,,
Cup-a-licious,3.2,15,,
Chhabra Sweets,2.4,15,,
Spicy Eleven,3.1,15,,
Chakhnaa Wala,3.5,15,,
Blue Bull Cafe,2.8,15,,
Bedi's Kabab Corner,3.2,15,,
Mathur's Kitchen,2.6,15,,
Uncle Bakery,3.1,15,,
Barista,3.2,15,,
Cakeatouille,3.3,15,,
Delhi Dhaba,3.1,15,,
Aggarwal Sweet India,2.8,15,,
Green Chick Chop,3.1,15,,
Pakeeza Burger,2.6,15,,
Simple Restaurant,3,15,,
Chai Shots,3,15,,
Jack Po!tato's,3.3,15,,
"34, Chowringhee Lane",3.2,15,,
Oval Bar - JW Marriott New Delhi,3.3,15,,
Punjabi Chaap Corner,2.9,15,,
Yadav Namkeens & Bakers,3.5,15,,
Copper Restro Bar,2.8,15,,
Pahariya Chicken,2.7,15,,
Aapki Rasoi,3,15,,
Kamal Meat House,2.6,15,,
Mother Sweets,3.4,15,,
Tandoori Night,3.1,15,,
Chai Mantra,3.2,15,,
Al-Bawarchi,3.1,15,,
SM Gopal Ice Cream & Cakes,3.2,15,,
Spice Hut,2.9,15,,
Karuna,3,15,,
SB's Raisins,2.8,15,,
Frontier,3.2,15,,
Aapki Rasoi,3.1,15,,
Chocowell,3.2,15,,
Picasso Roof Top,3.1,15,,
Dhaba On Wheels,2.7,15,,
Bake Club,3.1,15,,
Cafe Cook,2.8,15,,
Peppers & Pipes,3.1,15,,
Kake Da Hotel,2.7,15,,
Republic of Chicken,3.1,15,,
Bamboo Hut,3.4,15,,
Dec,3.3,15,,
Malabar Dosa Hut,3.2,15,,
The Upper Crust,3,15,,
DELI2NITE,2.6,15,,
Rosart?? Chocolate,3.4,15,,
Cake Symphony,3.1,15,,
Typsy Crow,2.9,15,,
Paramjeet Fish & Chicken Point,3.1,15,,
Sunny Kebab Wala,3.3,15,,
The Grill Room - The Taj Mahal Hotel,3.1,15,,
Take N Taste,3.1,15,,
1990's,3.3,15,,
Red Hot,3.3,15,,
Ali Baba Caves,3.1,15,,
KFC,2.5,15,,
Aggarwal Sweet Shop,2.3,15,,
Himalaya Momos & Roll,2.7,15,,
Yamu's Panchayat,3.2,15,,
Not Just Dilli,3.2,15,,
Mexican Pizza,3.4,15,,
Mutfi,3.3,15,,
Sanghai Food,2.9,15,,
The Gourmet Shack,3.3,15,,
Yes Bosz Food Plaza,2.7,15,,
Shankar Fast Food,2.7,15,,
Food Brigade,3.2,15,,
Malabar Junction,3.3,15,,
Whomely,3.2,15,,
Swaad,2.7,15,,
Fil?? de Ouro,4.3,14,,
Nirula's,2.6,14,,
Open Yard,3.3,14,,
Kay's Food Land,3.1,14,,
Tanishka Restaurant & Caterers,2.9,14,,
Bawarchi,3,14,,
Chaudhary Ke Mashhoor Paranthe,2.8,14,,
Kebab Xpress,2.7,14,,
Chateau Garlic,3,14,,
Foodaucity - Bum Bum Bholey Ke Chole Bhature,3.3,14,,
Smokey Pan,3.2,14,,
Jaguar,2.8,14,,
Baskin Robbins,3.1,14,,
Oriental Kitchen Express,3.3,14,,
Green Chick Chop,3.1,14,,
Om Sweets & Snacks,2.8,14,,
Great Desserts Company,3.3,14,,
Tea Halt,2.7,14,,
Sona Chinese,2.8,14,,
Letz Roll,3.6,14,,
Mandarin,2.8,14,,
South Indian Food,3.1,14,,
Momo Point,3.2,14,,
Shri Hari Sharnam,3.1,14,,
Royal Kolkata Biryani,2.7,14,,
Wazwaan Restaurant,3.2,14,,
New Darvesh,3,14,,
Khan Chicken Biryani,2.9,14,,
Sab Ke Khatir,3.1,14,,
Gulshan Fish & Chicken Fry,3.2,14,,
Take n Taste Shawarma Zone,3,14,,
Night Bite,2.6,14,,
Pummy Restaurant,2.7,14,,
Sultan Food,3.1,14,,
Kings Kulfi,3.3,14,,
LaDiDa,3.2,14,,
Vadapav Junction,3.2,14,,
Hot N Chilly,2.8,14,,
Nachos And Company,3.4,14,,
Royal Brewery Bistro,3.5,14,,
Frontier,3.2,14,,
Mosaic - SK Premium Park,2.9,14,,
Sarpal Restaurant,3.1,14,,
Tak - a - Tak,3.3,14,,
Tihar Food Court,2.9,14,,
Kati Roll Cottage,3.5,14,,
Ego,3.3,14,,
RollsKing,3.5,14,,
Fouji Da Vaishno Dhaba,2.9,14,,
Heavens Food Corner,2.8,14,,
Nirula's Ice Cream,3.2,14,,
The Krib,3.2,14,,
The Chaupal Bar And Restaurant,2.9,14,,
Benchmark,2.8,14,,
Cafe Coffee Day,2.8,14,,
Celeste,3.5,14,,
Bikaner Sweets,2.7,14,,
Pinch Of China,3.2,14,,
Meenakshi Bhawan,3.1,14,,
Celebration Multi Cuisine Restaurant,2.7,14,,
Haqeem's,2.7,14,,
Bikaner Sweets,2.8,14,,
Green Chick Chop,3.1,14,,
Shivam Corner,3,14,,
Yummy Adda,3.5,14,,
The Earthen Grill,3.2,14,,
Twenty Four Seven,2.8,14,,
New Vishal Corner,3.1,14,,
Punjabi Khana,3.2,14,,
The First Floor,3.1,14,,
Evergreen Sweets,2.8,14,,
Talab South Indian Restaurant,2.7,14,,
BarShala,3.1,14,,
Re Cafe,3.1,14,,
Cake O Frost,3.3,14,,
Food Factory,3,14,,
Green Chick Chop,3.1,14,,
Scoop Junction,3.3,14,,
Shri Durga Dosa Corner,3,14,,
Bikaner Choice,2.8,14,,
Nueva,3.3,14,,
Green Chick Chop,3.3,14,,
Shri Bala Ji,3,14,,
Aayana Foods,3.1,14,,
Darbaar Chicken,3,14,,
Gufa Restaurant,3.2,14,,
Mitra Da Dhaba & Caterers,3,14,,
Crazy Delights,3.5,14,,
Aggarwal Restaurant,3.1,14,,
Shivas Cafe,3.1,14,,
The Pirates Of China Town,3.2,14,,
Hot Stuff,3.3,14,,
Flavourz Factoree,3.1,14,,
Bread'D Bites,3.1,14,,
Pauls Food,2.9,14,,
Buta Singh Da Dhabba,2.8,14,,
Arora Snacks,2.8,14,,
Tea Lounge - Jaypee Greens,2.9,14,,
Burger King,3.3,14,,
Getafix Petit,3.5,14,,
Hari Sweets,3.1,14,,
Cafe Coffee Day,3,14,,
Meeting Point Corner,2.8,14,,
Monolos Playhouse Restaurant,3.3,14,,
Talho Capixaba,4.4,13,,
Welcome,2.9,13,,
Shree Bikaner Misthan Bhandar,2.8,13,,
D ART of Flavour,2.8,13,,
Club Tokyo - Best Western Skycity Hotel,2.8,13,,
Sibang Bakery,3.3,13,,
