Restaurant Name,Aggregate rating,Votes,correl,
Diet Dabba,3.7,37,,
Flirty Momo's,3.1,37,,
Wah G Wah,2.7,37,,
Vadapav Junction & More,3.3,37,,
Sagar Bar-Be Que,2.7,37,,
Tadka 4986,3.4,37,,
Kabab Hut,2.9,37,,
New Durga Corner,3.2,37,,
Laalwala's,2.4,37,,
Giani,3.4,37,,
Cafe Coffee Day,2.9,37,,
High On Burgers,3.2,37,,
Eat Golf Repeat,4.1,37,,
Keventers,3.8,37,,
AOWLS,3.5,37,,
Sai Ann Kutir,2.8,37,,
Bhappe Di Hatti,3.5,37,,
Kafe Republic,3.1,37,,
Vinny's Restro Bar,3.2,37,,
Republic of Chicken,3,37,,
Truffle Muffle,3.4,37,,
Kavita's Restaurant,2.6,37,,
Jack Po!tato's,3.5,37,,
Pearly's Famous Country Cookng,3.4,36,,
Behrouz Biryani,3.4,36,,
Banke Bihari Bhojanalay,2.6,36,,
Kabab Mistri,3.6,36,,
Mehfil-e-Handi,2.8,36,,
Shree Rathnam,3.4,36,,
Cake Factory,3.3,36,,
Sikkim Fast Food,2.7,36,,
The Bar - Trident Gurgaon,3.3,36,,
Woods Spice,3.2,36,,
Kuremal Mahavir Prasad Kulfi Wale,3.9,36,,
Shillong View,3,36,,
Nescafe,3.4,36,,
Nirula's Ice Cream,3.6,36,,
Abhishek Restaurant,2.9,36,,
FreshMenu,3.6,36,,
Domino's Pizza,3.4,36,,
Chaudhary Sweets Corner,3.8,36,,
Shri Bankey Bihari Brajwasi Rasgulle Wala,3.5,36,,
Sher 'A' Punjab Bhojnalya,3.3,36,,
M J Dosa Corner,2.9,36,,
Moolchand's,3.3,36,,
Wrap & Roll,3.4,36,,
Just Chinese,2.4,36,,
Cafe Turtle,3.2,36,,
Dosa Village,3.2,36,,
Dunkin' Donuts,3.4,36,,
PK Shoppe,2.7,36,,
Giani's,3.1,36,,
Gupta Sweets & Namkeen,3.5,36,,
Oro The Bar - Radisson Blu,3.3,36,,
Mucchad Di Chai,3.7,36,,
Da Pizza Pind,3.2,36,,
Chef's Paradise,3.1,36,,
Baskin Robbins,3.5,36,,
Anands,2.6,36,,
Kabab And Tadka,2.5,36,,
The New Koyla Kitchen,2.7,36,,
Hira Sweets,3.3,36,,
Andaaz E Paranthas,3.2,36,,
The Smoothie Bar,3.7,36,,
The Boozy Cow,4,36,,
Austin's BBQ and Oyster Bar,3.3,35,,
Jaan,3.8,35,,
Fratini La Trattoria,4.1,35,,
Bitters & Love,3.9,35,,
Pizza Hut,3.4,35,,
Chicago Pizza,2.7,35,,
Hunger Cure Express,3.3,35,,
Maitre Patissier,3.4,35,,
Twenty Four Seven,3.4,35,,
Roti Boti,2.9,35,,
Cake Point,3,35,,
Surprise O Meal,3.4,35,,
Club Mojo,2.6,35,,
Mogli's Coffee,3.8,35,,
New Zaika,2.4,35,,
Shama Chicken Corner,3.6,35,,
Kake Da Hotel,3.1,35,,
McDonald's,3.3,35,,
Green Chick Chop,3.2,35,,
Nile Restro & Bar,2.7,35,,
Pizza Hut,3.4,35,,
Kolkata Hot Kathi Roll,3.2,35,,
Chawla's Unique Chicken Corner,3.2,35,,
Duggal's Rasoi,3.4,35,,
Qureshi's Kabab Corner,3.4,35,,
Mehfil,2.4,35,,
Good Foods,3.3,35,,
The Barley House,3.4,35,,
CDB Cafe,3.4,35,,
Bawarchi,3.3,35,,
Railway Yard,3.8,35,,
Rapti Chinese Food,3.2,35,,
Cafe Coffee Day,3.5,35,,
Veer Jee Restaurant,3.1,35,,
Pakode Ki Dukaan,3.6,35,,
Flavours Of Biryani,3.3,35,,
Chilli Dragon,3.3,35,,
MOC - The American Restaurant,2.6,35,,
The Bubble Tea,3.5,35,,
Shree Durga Dosa,3.4,35,,
The Masterpiece Cafe,3.5,35,,
Hangchuaa's Chinese Food Corner,3.1,35,,
The Food Truck Cafe,3.9,35,,
South Indian Hut,3.4,35,,
Sai Bajaj Restaurant,3.6,35,,
Haldiram Bhujiawala,3.4,35,,
Angeethi Se,3.2,35,,
Cookie Shoppe,3.4,34,,
Sky On 57,3.4,34,,
Potato Head Folk,3.1,34,,
Summer Pavilion,3.9,34,,
That Baat,3.4,34,,
Chicken Bytes,2.1,34,,
Coldpress Company,4,34,,
Sonya Bakery Cafe,3.5,34,,
Viva Hyderabad,2.3,34,,
Cafe Coffee Day,3.3,34,,
Cafe Coffee Day,2.8,34,,
Romi Da Dhaba,3.2,34,,
Food Ka Mood,3.1,34,,
Sandburg Shakes,4,34,,
Atmosphere Grill Cafe Sheesha,3.6,34,,
Fabulous Cake Bites,3.6,34,,
Puran Chand Ambala Wale Di Hatti,3.3,34,,
Bablu Chic Inn,3.6,34,,
China Town Sizzlers,3.4,34,,
Coalition Cafe,3.4,34,,
Cafe Coffee Day,3.1,34,,
t Lounge by Dilmah,3.6,34,,
Prasadam,2.8,34,,
Punjabee's Darbar,3,34,,
The Salad Bowl,3.5,34,,
Ever Green Pastry Shop,3.1,34,,
Ada e Handi Restaurant,2.6,34,,
Ram G Snacks & Food Corner,3.5,34,,
Hot Spot Roll Corner,3.2,34,,
Vaishnav Chat & Caterers,3.3,34,,
Pasta Hut,3.3,34,,
Baker's Byte,3.3,34,,
Le Himalaya,3.1,34,,
Dilli Darbar,3.3,34,,
Georgia Dakota,3.6,34,,
New Madras Cafe,3.1,34,,
Keventers,3.5,34,,
Punjabi Pakwaan,3.3,34,,
Mahi Rasoi,2.6,34,,
The Munchkart Cafe,3.8,34,,
Nawabi Mughlai Zaika,3.2,34,,
Gangaur Sweets,2.7,34,,
Wabi Sabi,3.6,34,,
Cafe Coffee Day,2.7,34,,
Sky Grill,2.6,34,,
eastWEST - Radisson Hotel,3.3,34,,
Uptown Vietnam cuisine,3.3,33,,
Burnt Toast Cafe,3.4,33,,
Cut By Wolfgang Puck,4,33,,
Restaurant Andre,3.8,33,,
Rhubarb Le Restaurant,3.9,33,,
Chye Seng Huat Hardware,3.7,33,,
The Lokal,3.1,33,,
Artichoke Cafe,3.2,33,,
Derby,4.1,33,,
Violet Hour,3.8,33,,
Mister Mughal,3.5,33,,
Barista,3.4,33,,
Faaso's,3.6,33,,
Megha Vaishno Dhaba,3.1,33,,
Crudo Juicery,4.3,33,,
Patiala,3.4,33,,
GoGourmet,3.7,33,,
Sapra Pastry Treat,3,33,,
Pure Bliss,3,33,,
Uma Foodies' Hut,3.1,33,,
Spice Aangan Express,3,33,,
Soma at Sula,3.3,33,,
Bella Italia,3.2,33,,
Southy,2.4,33,,
Chattisgarh Bhawan,2.7,33,,
The Singing Tree,3.7,33,,
Shree Jee Rasoi,3,33,,
Chawla's Tandoori Junction,3.3,33,,
Burger King,3.4,33,,
Cafe Coffee Day,3.2,33,,
Papa Veg Chinese Food,2.9,33,,
9 Scoops,3.6,33,,
Giani,3.5,33,,
Cafe Punjabi,3.3,33,,
Cafe Coffee Day,2.9,33,,
Green Chick Chop,3.4,33,,
Tewari Sweets,3.1,33,,
Durbar Restaurant,2.7,33,,
Udupidarshini Veg Restaurant,3.4,33,,
Amritsari Express,3.4,33,,
Giani's,3.5,33,,
Deli Cake Cafe,3.4,33,,
Sharma Bakers,3.5,33,,
R The Lounge - Radisson Blu Plaza Delhi,3.7,33,,
Republic of Chicken,2.8,33,,
Polka Pastry & Snack Bar,3.4,33,,
KPG Express,3.3,33,,
Touch of Punjab,2.9,33,,
Chinese Hut,3.2,33,,
Cafe Coffee Day,2.6,33,,
Ishwar Sweets,3.4,33,,
Kathi Express,2.6,33,,
Madras Cafe,3.3,33,,
Fabulous Cake Bites,3.4,33,,
Eat Me,2.7,33,,
Zaika Hindustani,2.7,33,,
Alley's Urbane Cafe,3.2,33,,
Backstreet Kitchen,3.4,33,,
Goldenplates,3.6,33,,
Doggy Style,3.2,33,,
BunkYard Cafe,3.5,33,,
I Am,3.2,32,,
Subway,3.4,32,,
Momo-Cha,2.7,32,,
Big Shot Bar - Country Inn & Suites,3.5,32,,
All Time Cafe,3.6,32,,
Viva Hyderabad,2.3,32,,
The Plaza Solitaire,3.3,32,,
Konetto Pizza,3.5,32,,
Domino's Pizza,3.3,32,,
Tandoori Adda,3.2,32,,
Moti Mahal Delux,3.2,32,,
Mughal Dine-Esty,4,32,,
Chawla's?_,3.4,32,,
Madhuvan Chinese Fast Food,2.5,32,,
Brijwasi Restaurant,2.8,32,,
Domino's Pizza,2.3,32,,
Chao Cart,3.3,32,,
Sharazz,3.2,32,,
Bawarchi,3.3,32,,
Sahni Fish Corner,3.5,32,,
Momos House,3.3,32,,
The Tangy Tomatoes,3.7,32,,
Janta Bakery,3.6,32,,
Pal Refreshment Corner,3.5,32,,
Khana Vaana,3.4,32,,
Little Chef,2.7,32,,
Cafe Coffee Day,2.3,32,,
Behrouz Biryani,3,32,,
Burger Street,3.4,32,,
Bangla Sweet Corner,2.6,32,,
Duggal Snacks,3.6,32,,
Krishna Sweet House,3.3,32,,
Kebab Xpress,3.2,32,,
Anupam Restaurant,2.3,32,,
Sandoz,2.6,32,,
Cafe Coffee Day,3.3,32,,
Cocoberry,3.3,32,,
Club India Cafe & Restaurant,2.9,32,,
Malhotra Restaurant,2.9,32,,
Wheelyz,3.2,32,,
Street Hawkers,3.5,32,,
Tandoori Planet,3.4,32,,
Linx - Premier Inn,3,32,,
Baskin Robbins,3.3,32,,
Cafe Coffee Day - The Lounge,2.5,32,,
The Lobby Lounge - The Leela Palace,3.6,32,,
Fatafat Fast Food,3.3,32,,
The Food Court,3.7,32,,
New Town Lounge - Park Plaza,3.2,32,,
Wow! Momo,2.6,32,,
Rasoi E Punjab,2.6,32,,
Gelato Vinto,3.1,32,,
Pukhtaan-The Royal Taste of India,3.5,32,,
Mughal E Azam,3.7,32,,
Bentoya,3.8,32,,
Mr.,3.5,31,,
Al Bake,3.2,31,,
Green Chick Chop,3.5,31,,
Yo Yo China Town,2.8,31,,
Vapour Bar Exchange,3.8,31,,
Green's,2.3,31,,
Costa Coffee,3.3,31,,
The Belgian Fries Company,3.7,31,,
Dilli Rasoi,3.2,31,,
Dilli 6 Express,3.5,31,,
Cafe Friends,3.2,31,,
BarShala,3.2,31,,
Shree Rathnam,2.4,31,,
Udta Punjab,3.5,31,,
Chinese Bite,2.8,31,,
Standard Sweets,3.6,31,,
Empire The Meat Shop,3.3,31,,
Green Chick Chop,3.3,31,,
Grub Street,3.4,31,,
Ramesh Vaishno Dhaba,3.5,31,,
Feng Shuii,4.3,31,,
Costa Coffee,3.4,31,,
R1 Lounge,2.6,31,,
Madan's Kabab Centre,3.2,31,,
Triveni,3.2,31,,
Khan Chacha,2.9,31,,
Mauryan Multi Cuisine Restaurant,3.4,31,,
Shree Manakamna Fast Food,3.4,31,,
Bikano's Chat Cafe,2.7,31,,
Kumar Pastry Shop,3.2,31,,
No Name - Taste Hi Kaafi Hai,3.2,31,,
Swiss Softy,3.9,31,,
Kabbaba,3.3,31,,
Punjabi Angithi,3.3,31,,
Subway,2.3,31,,
Moroca,3.2,31,,
Punjabi's Eating Hub,3.3,31,,
Ada'e Handi,2.5,31,,
The Diet Kitchen,4.1,31,,
Satvik Rasoi,3.8,31,,
Treat Up Cafe and Restaurant,3.6,31,,
Tulicakes,3.4,31,,
Frozen Fantasy,3.3,31,,
The Addictions,2.6,31,,
Domino's Pizza,2.8,31,,
Nagpal's,3.5,31,,
Standard Ice Cream,3.5,31,,
Cafe Coffee Day,3.4,31,,
Princess Garden,2.7,31,,
Le Petit Cafe - The Lalit New Delhi,3.2,31,,
New Janta Restaurant,3.1,31,,
Ananda's,3,31,,
Green Tea Fanatics,3.4,31,,
Masti Curry,2.8,31,,
True Blue,3.2,31,,
Burger's Kitchen,2.8,31,,
Divine Curries,3,31,,
Himalaya,2.3,31,,
Tastee Chauka,3.7,31,,
Zooby's Kitchen,3.5,31,,
Winona Forever,4,31,,
El Cartel,3.8,31,,
The Hanging Bat,3.5,31,,
Coco Bambu,4.9,30,,
Les 3 Brasseurs,4.6,30,,
The Artesian Restaurant,3.6,30,,
The Refinery Singapore,3.2,30,,
Colony,3.8,30,,
Super Loco,3.2,30,,
Domino's Pizza,2.8,30,,
McDonald's,2.6,30,,
Lord of Grillz,3.2,30,,
Ridhi Sidhi,3,30,,
Shri Ram Restaurant,2.6,30,,
56 Fresca,3.7,30,,
BreakfastBay,3.5,30,,
Al Yousuf,3.7,30,,
Tashi Delek Food Stall,3.5,30,,
Punjabi Rasoi,2.3,30,,
Al Bake,2.4,30,,
Mid Night Khana,3.3,30,,
Giani's,3.4,30,,
Nut Khut Rasoi,3.4,30,,
Havmor Ice Cream,3.6,30,,
Viva Deli - Holiday Inn,3.3,30,,
M.D. Kitchen,2.6,30,,
Bhola Dhaba,2.8,30,,
Behrouz Biryani,3.6,30,,
Circle Cafe and Bar,3.5,30,,
Three Tuns,3.2,30,,
Jain Dhaba,3.2,30,,
Lumbini Fast Point,3,30,,
Palji Corner,3.3,30,,
Sushiya Express,3.5,30,,
"34, Chowringhee Lane",2.7,30,,
"Ada ""e"" Haandi's",2.4,30,,
DEL - Roseate House,3.6,30,,
Green Chick Chop,3.3,30,,
Khansama,3.3,30,,
Green Chick Chop,3.1,30,,
Sona Restaurant,3.2,30,,
Scrummy Bites,3.1,30,,
Chandni Chowk Ke Mashhoor Paranthe,2.8,30,,
Jambox,3.6,30,,
BakeAffair,3.4,30,,
World Bites,3.4,30,,
Cafe Arabelle,3.6,29,,
Taco Pep,4.3,29,,
Confeitaria Colombo,4.8,29,,
Cervantes,4.5,29,,
The Giggling Goat,3.6,29,,
Bespoke Harvest,3.7,29,,
Al'frank Cookies,4.2,29,,
Boufe Boutique Cafe,3.2,29,,
Shree Rathnam,2.7,29,,
Queens Cakes,3.5,29,,
Pizza Hut Delivery,2.8,29,,
Dabba Meat,3.4,29,,
Shree Bikaner Misthan Bhandar,3.1,29,,
The Baker's Bar  ... Bakery & Cafe,3.6,29,,
Moti Mahal Delux,3.6,29,,
Chicago Pizza,2.3,29,,
Kanwarji's,2.9,29,,
Adarsh Bhojnalaya,3.4,29,,
Republic of Chicken,2.7,29,,
Giani,3.3,29,,
A Vaishno Bhojnalaya,3.1,29,,
Incrivel Goa,2.5,29,,
Cafe Coffee Day,3,29,,
Nagpal Di Hatti,3.5,29,,
Yo Momos,3.7,29,,
Tempting Bar-B-Que,3.3,29,,
The Viraj Food Zone,3.2,29,,
M:Eat by Blanco,3.3,29,,
Cravings By Arshi Dhupia,3.6,29,,
Karan's Vaishno Dhaba,3.2,29,,
Priyanshi Fast Food,3.3,29,,
Chawla's?_,2.7,29,,
Pizza Castle,2.7,29,,
Sona,3.4,29,,
Papa Veg Chinese Food,3.8,29,,
Hwealthcafe,3.5,29,,
Cafe Coffee Day - The Lounge,2.6,29,,
Domino's Pizza,3.1,29,,
Temptation Food,2.8,29,,
Kake Da Hotel,3.6,29,,
Chacha Shankar,3.2,29,,
Chinese Corner,2.6,29,,
Madras Cafe,2.7,29,,
Pizza Diet,2.7,29,,
Cafe Coffee Day,3.4,29,,
Gupta Fast Food,3.4,29,,
Charan Singh Kulfi & Kala Khatta,3.6,29,,
Cafe Coffee Day,2.7,29,,
Chintamani's Namkeen,2.4,29,,
Sikandrabadi Biryani,3.4,29,,
Baker's Studio - Jaypee Greens,3.4,29,,
Cooks Cafe - Jaypee Greens,3.3,29,,
Hungry Minister,3.5,29,,
Royal Empire Meat Shop,3.4,29,,
Sanskriti Foods,3.1,29,,
"Vanshika Indian, Chinese, & Parantha Corner",3.1,29,,
Artistry,3.8,28,,
Oxy Lounge,3.1,28,,
Anupama Sweets & Family Restaurant,2.7,28,,
InstaDozza,3.5,28,,
Hari Om Rasoi,3.2,28,,
ZASTY,3.5,28,,
Delish Bake N Choc,2.9,28,,
Sweets Corner,2.7,28,,
Minus5degree,3.6,28,,
Flying Tuk Tuk,3.9,28,,
PKay,3.7,28,,
BrewBakes,4,28,,
Bharat Sweets,3.5,28,,
The Chocolate Avenue,3.4,28,,
Anand Ji Restaurant,3.1,28,,
Akash Deep,2.8,28,,
Tibb's Frankie,3.2,28,,
Bihar ki Rasoi,3.5,28,,
Cocoberry,3.3,28,,
Chinese Inn,2.8,28,,
Cake Plaza,3.1,28,,
The Ice Cafe,3.2,28,,
Desi Villa,3.7,28,,
China Town,2.7,28,,
Muradabadi Chicken Biryani,3.3,28,,
Curry Shurry,3.3,28,,
Paranthas 21,3.3,28,,
MT Everest Food Corner,2.9,28,,
Madan Cafe & Restaurant,3.1,28,,
Cafe Coffee Day,2.4,28,,
Madras Cafe,3.4,28,,
Domino's Pizza,3,28,,
Punjabi Angeethi,3.2,28,,
Voda Bar,3.2,28,,
Bonitos - The Uppal,3.2,28,,
Bengal Sweet Palace,3.3,28,,
Rainbows,3.2,28,,
Burger Point,3.4,28,,
Subway,2.6,28,,
Gopala,3.3,28,,
Uncle's Patty,3.5,28,,
Chauhan Vatika,2.8,28,,
Subway,2.5,28,,
Moti Mahal Delux Tandoori Trail,2.5,28,,
The Haus,3.9,28,,
Keventers,3.6,27,,
MD's Kebabs & Curries,3.8,27,,
Baskin Robbins,3.3,27,,
Cafe Coffee Day,2.6,27,,
Parantha Gurus,3.3,27,,
Mom's Kitchen,3.5,27,,
Greek Food & Beyond,3.6,27,,
The Gathering Hut,3.5,27,,
Keventers,3.6,27,,
Hangout Cafe,3.4,27,,
Daawat-e! Amritsar,2.9,27,,
Tiffins 4 U,3.1,27,,
Hungry Gopal,3.2,27,,
Me Kong Bowl,4,27,,
Konomi - Trident Gurgaon,3.5,27,,
Citrus Cafe - Lemon Tree Hotel,2.7,27,,
Subway,3.3,27,,
House of Caffeine,3.3,27,,
Fashion Tv Cafe,3.6,27,,
Shri Gujrat Namkeen Bhandar,3.6,27,,
Roll n Roast,3.3,27,,
Chaat Tadka,2.8,27,,
South Indian Corner,3.3,27,,
Blue Water Grille Express,2.6,27,,
Fluffles - The Fluffy Waffle Co.,3.5,27,,
Movenpick,3.9,27,,
Officer's Kitchen,3.3,27,,
34 Parkstreet Lane,3.2,27,,
Qureshi,3,27,,
Ananda Food Express,3.2,27,,
Sri Krishna Udupi,3,27,,
Nazeer Foods,3.5,27,,
Roll Club,2.7,27,,
Anokha Chinese Hut,2.6,27,,
Ingredients,3.3,27,,
Asian Chopstick,3.5,27,,
Snack Junction,3,27,,
Tipu Sultan Chicken Point,3.2,27,,
Lunch Express,3.3,27,,
Haldiram Bhujiawala,3.5,27,,
Jaiveer Naan & Chaap,3.4,27,,
Jaiveer Naan & Chaap,3.1,27,,
Shree Durga Dosa,2.7,27,,
Sir John Bakery Cafe,3.4,27,,
Bromfy Public House,2.8,27,,
Republic Of Food Lovers,3.6,27,,
Pudding & Pie,3,27,,
Tikka Junction,3.4,27,,
Swaad Bar-Be-Que,3.2,27,,
Millionaire - Powered by Wrapss,3.5,27,,
Chawlas 2,3,27,,
Babbu Da Punjabi Dhaba,3.3,27,,
The Kahuna,3.1,27,,
Giani,3.5,27,,
Hot Shop,3.3,27,,
Grappa - Shangri-La's - Eros Hotel,3.4,27,,
Chicago Pizza,2.6,27,,
Shree Nandhini Cafe,3.3,27,,
Shyam Chaat Bhandar,3.5,27,,
Fortune Deli -  Fortune Inn Grazia,3.2,27,,
Mr. Sub,2.3,27,,
Yumm Biryani,3.2,27,,
Domino's Pizza,2.5,27,,
Sagar Dhaba,3.1,27,,
New Gee Pee,3.3,27,,
Go Krazy,3.5,27,,
City Hut,2.5,27,,
Bistro 365,3.7,27,,
Punjabi Chaska,3,27,,
Aamantran Bangla,2.7,27,,
Double Roti,3.8,27,,
Civerinos,3.7,27,,
Elements Coffee Co - Northwest,3.4,26,,
Arigato Sushi,3.3,26,,
Bon Gateau,3.4,26,,
Hot & Tasty Chinese Food,2.6,26,,
Cakes At Bhawanas,3.5,26,,
Handi Chhadeyan Di,3.1,26,,
Cafe Coffee Day,3.2,26,,
Fomads,3.6,26,,
Pind Balluchi,2.6,26,,
Dunkin' Donuts,3.7,26,,
Super Bakery,3.3,26,,
New Town Pastry Shop - Park Plaza,3.2,26,,
Shamji Sweets,2.9,26,,
G Dot,2.4,26,,
Little Skillet,3.5,26,,
KB's Icecream & Kulfis,2.3,26,,
Mummy's Kitchen,3.5,26,,
Shri Shyam Ji Ke Mashhoor Chhole Bhature,3.3,26,,
Freito,3.1,26,,
Tapri The Chai Books Cafe,3.9,26,,
Clever Fox Cafe,3.2,26,,
Cake o' Cuisine,3.3,26,,
Bunty Dhaba,3.2,26,,
Khatey Raho,3.3,26,,
Dilli Gate,3.5,26,,
Giani's,2.8,26,,
Metro Fast Food,2.6,26,,
Darbar E Awadh,3.2,26,,
VC's Food Paradise,3.5,26,,
New Bengal Sweets,3.1,26,,
Zaika,2.7,26,,
Cafe Meadows,3.1,26,,
Ashish Lal Dhaba,3.2,26,,
Moti Mahal Delux,2.8,26,,
Green Chick Chop,3.2,26,,
The Biryani Wallas,3.2,26,,
Chawla's Chic Inn,3.3,26,,
Happy2Bake,3.5,26,,
Chatore,3.6,26,,
Daawat Restaurant,3.3,26,,
F 2 Pastry Shop,3.3,26,,
Slounge - Lemon Tree Premier,3.5,26,,
Ganesha Sweets & Restaurant,2.6,26,,
Bhane,3.6,26,,
Shanghai Kitchen,3.1,26,,
True Blue,3.3,26,,
Red Moon Bakery,3.5,26,,
Pizza Hut Delivery,2.8,26,,
Sahni Veg & Non Veg,3.1,26,,
Bharat Sweets,3.5,26,,
The Pastry Shop - Radisson Blu Plaza Delhi,3.6,26,,
Biryaniwala,2.6,26,,
The Mashal,3.5,26,,
Hot Paprika,2.7,26,,
Sugar Loft,3.4,26,,
Stuti Restaurant,3,26,,
Grill Master,3.7,26,,
Flirty Momo's,2.4,26,,
Baadshah,3.5,26,,
Cake Shop - The Ashok,3.1,26,,
Atrium Bar  & Lounge - The Suryaa New Delhi,3.1,26,,
Hum Sabki Rasoi,3.3,26,,
Sagar Choley Bhatoorey,3.2,26,,
Hawkers,2.7,26,,
Goli Vada Pav No. 1,3.3,26,,
The China Town,3.4,26,,
Welcome Food Point,2.3,26,,
The Chimney Bar-Be-Que,3.6,26,,
Kanha Bhog,2.6,26,,
Pind Balluchi,2.6,26,,
Saheb's Restaurant,2.7,26,,
Hungry - I,2.6,26,,
Uncle's JVCC Restaurant,3,26,,
Fit Bites,3.7,26,,
Barista,3,26,,
Ovenstory Pizza,3.3,26,,
Cafe Coffee Day,3,26,,
Jungli Moon Dance Restaurant,3.1,26,,
3Cherryz Sky Lounge & Cafe,3.2,26,,
Pepe's Piri Piri,2.8,26,,
Sushi Leblon,4.6,25,,
BJ's Country Buffet,3.3,25,,
Whitebull Hotel,3.5,25,,
Southern Bliss Bakery,3.7,25,,
Makansutra Gluttons Bay,3,25,,
Mirage Restro Bar,2.4,25,,
Chimney,3.3,25,,
Hash Stix,3.6,25,,
China Hot Pot,2.5,25,,
Cake 24x7,3.3,25,,
Barista,3.3,25,,
Hotel Rajvanshi Restaurant,3.3,25,,
Kaza,3.1,25,,
Punjabi Dhani,3.2,25,,
The Oven Artist,3.5,25,,
The Healthy Rasoi,3.7,25,,
Juice Lounge,3.4,25,,
Madurai Meenakshi Bhawan,3.4,25,,
Hamoni Red: Play Cafe,3.9,25,,
Jarfull,3.7,25,,
Nukkadwala,3.2,25,,
Fat Belly,4.1,25,,
Little Italy,3,25,,
The Sweet Boutique,3.3,25,,
Zaaika Junction,3.1,25,,
Relax Xpress,3.2,25,,
La Seine -The Chocolate Emporium,3.8,25,,
Sharda Pastry Shop,2.8,25,,
Icy Curls,3.7,25,,
Nutmeg The Gourmet Shop - ITC Maurya,3.4,25,,
McDonald's,3.2,25,,
Laxmi Ice Cream,3.4,25,,
Kabul Restaurant,2.8,25,,
Just Kababs,3.4,25,,
Firenze,2.8,25,,
Wokin Street,3.6,25,,
Ruby Dhaba,2.7,25,,
Gopala,3.3,25,,
CJ's Fresh,3.8,25,,
Granma's Homemade,3.6,25,,
Ramji Di Hatti & Caterers,3.5,25,,
Dazzle Pastry Shop,2.6,25,,
New Hyderabadi Biryani House,2.5,25,,
Clever Fox Cafe,3,25,,
Healthy Food Station,3.1,25,,
Cocoberry,3.1,25,,
Veggie Adda,3.4,25,,
Pardeep Corner,3.3,25,,
Make My Day,3.1,25,,
Smokshh The Lounge,3.4,25,,
Curries N More,3.2,25,,
Pappu Ka Dhaba,3.1,25,,
Burger Point,3.7,25,,
Bablu Chic-Inn,2.6,25,,
Chawla Restaurant,3.1,25,,
Lunia Italian,3.4,25,,
Jugmug Thela,3.8,25,,
Papa Buns,3.6,25,,
Gulshan,3.3,25,,
Patiala Peg - The Imperial,3.3,25,,
Domino's Pizza,3.4,25,,
Keventers,3.3,25,,
Black & Brew,3.1,25,,
Subway,3.1,25,,
Wah Ji Wah,3,25,,
Veg Always,2.7,25,,
Cakewalk - Park Plaza,3.4,25,,
Red Capsicum,2.6,25,,
Green Chick Chop,2.7,25,,
Lazzez's,2.9,25,,
Archies,3.4,25,,
Bibi,4.7,24,,
Aconchego Carioca,4.6,24,,
24 Plus Cafe & Restaurant,3.8,24,,
Burger Point,3.5,24,,
Chaska Restaurant,3.2,24,,
Hungry Buffoons,2.7,24,,
Giani's,3.1,24,,
Cafeteria Point,3.2,24,,
Liquid,4,24,,
White X Sky Lounge,3.4,24,,
Fresh n Refresh,3.4,24,,
Eat n Joy,3.2,24,,
Milk Patisserie,3.8,24,,
Navdanya Organic Food Cafe,3.5,24,,
Cafe Coffee Day,2.7,24,,
Bite & More,3.3,24,,
Caf?? Healthilicious,3.5,24,,
Penta Cafe,3.6,24,,
Zara Restaurant,3.3,24,,
Sandwich & Sons,3.2,24,,
Tapas - Jaypee Vasant Continental,3.2,24,,
Muradabadi Shahi Biryani & Chicken Corner,2.6,24,,
Takkar Dhaba,2.6,24,,
Vishal Restaurant,3.1,24,,
Veg Ex,3.6,24,,
Apni Rasoi,3.1,24,,
Spicy Tadka,3.5,24,,
Green Chick Chop,3.2,24,,
Hotel Malabar,3,24,,
Dilli Chaap Wale,3.4,24,,
Admission Lounge,2.7,24,,
Da Pizza Bakers,3.1,24,,
Rooftop,3.3,24,,
Kanha Sweets,2.8,24,,
Sandy's Punjabi Rasoi,3.2,24,,
Cakes Dot Com,3.2,24,,
Dimsum Vs Sushi,3.4,24,,
Twenty Four Seven,3.2,24,,
Savannah Bar - Radisson Blu Plaza Delhi,3.3,24,,
Kolkata Kathi Roll,2.6,24,,
Dark House,2.8,24,,
Vinayak Restaurant,2.7,24,,
Biryani By Kilo,4,24,,
Bikaner Kesarvala,3.2,24,,
Rainbows,2.6,24,,
TukTuk,3.8,24,,
4700BC Popcorn,3.2,24,,
4 Barrels Caf?? & Lounge,3.5,24,,
Spicy Duck - Taj Palace Hotel,3.5,24,,
Domino's Pizza,3.6,24,,
Pizza Yum,3.1,24,,
Meghraj Food Court,3,24,,
New Vishal's Kitchen,2.5,24,,
Cafe Coffee Day,2.8,24,,
Food Tamasha & Co.,3.2,24,,
Chhote Nawab,3.5,24,,
F-all (Food for All),3.4,24,,
Subway,2.3,24,,
Uncle's Cafe,2.7,23,,
Welcome Cafeteria,3.3,23,,
Longitude 77??03' Bar - Le Meridien Gurgaon,3.4,23,,
Mini Mahal Delux,2.8,23,,
Captain Bill$ Deliverz,2.4,23,,
Cafe Coffee Day,3.1,23,,
Cake Castle,3.2,23,,
Ovenstory Pizza,3.7,23,,
The Godinho's,3.8,23,,
Green Hut,2.8,23,,
Cafe Coffee Day,3.2,23,,
Mughlai Shahi Rasoi,3.2,23,,
Aapni Dhani,2.8,23,,
The Kathis,2.8,23,,
Ram Parshad Makhan Lal,3.4,23,,
Spicy Food Court,2.7,23,,
McDonald's,2.8,23,,
Huddle Cafe,3.4,23,,
Twenty Four Seven,3,23,,
